caption,filepath
"Textured rocky substrate supports a single Synallactes, partially obscured by the surrounding dark silt and shadows of the deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/758ce344-a780-4dbf-988c-2d63a06b4dc2_png.rf.d21a9586e51fbb20b39f8f52c598210e.jpg
"Textured rocky substrate supports a single Synallactes, partially obscured by the surrounding dark silt and shadows of the deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/758ce344-a780-4dbf-988c-2d63a06b4dc2_png.rf.50587a07bd8fc8d4b4f27bd21ad7a8ae.jpg
"Textured rocky substrate supports a single Synallactes, partially obscured by the surrounding dark silt and shadows of the deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/758ce344-a780-4dbf-988c-2d63a06b4dc2_png.rf.27c35cd2e3a244e9f10090e6280b91ae.jpg
"A blue Bathyraja spinosissima rests on the sandy seafloor, accompanied by two slender Coryphaenoides swimming nearby.",src/data/Fathomnet-by-Phylum-2/train/images/763521d3-dfe9-4221-ad5c-40d110285b18_png.rf.0c5ccc55982cc751db746a3cb5d37d23.jpg
"A blue Bathyraja spinosissima rests on the sandy seafloor, accompanied by two slender Coryphaenoides swimming nearby.",src/data/Fathomnet-by-Phylum-2/train/images/763521d3-dfe9-4221-ad5c-40d110285b18_png.rf.fc90fa5039893f830283d6c7cc9279bd.jpg
"A blue Bathyraja spinosissima rests on the sandy seafloor, accompanied by two slender Coryphaenoides swimming nearby.",src/data/Fathomnet-by-Phylum-2/train/images/763521d3-dfe9-4221-ad5c-40d110285b18_png.rf.95f426be811487db3f510a198285b122.jpg
"Translucent, elongated Pannychia moseleyi rests on a rocky seafloor, surrounded by fine silt and patches of mud.",src/data/Fathomnet-by-Phylum-2/train/images/77f98200-7ead-4bab-add0-b7636446794c_png.rf.7c0f9507907500e3288ccb1d4ffe7404.jpg
"Translucent, elongated Pannychia moseleyi rests on a rocky seafloor, surrounded by fine silt and patches of mud.",src/data/Fathomnet-by-Phylum-2/train/images/77f98200-7ead-4bab-add0-b7636446794c_png.rf.29c0ea6c8461c30b173ccff5486d877f.jpg
"Translucent, elongated Pannychia moseleyi rests on a rocky seafloor, surrounded by fine silt and patches of mud.",src/data/Fathomnet-by-Phylum-2/train/images/77f98200-7ead-4bab-add0-b7636446794c_png.rf.cd48e4911bcc6d53d5db11ba67b1791e.jpg
"On a rocky seafloor, a translucent Pannychia moseleyi displays long, feathery appendages, blending with the surrounding sediment.",src/data/Fathomnet-by-Phylum-2/train/images/78026949-b615-4ada-9036-111b4be70b46_png.rf.e2ff1439e1a141841bfb7e89a76c35b9.jpg
"On a rocky seafloor, a translucent Pannychia moseleyi displays long, feathery appendages, blending with the surrounding sediment.",src/data/Fathomnet-by-Phylum-2/train/images/78026949-b615-4ada-9036-111b4be70b46_png.rf.3779dccad4be075e00a2eb16a9c08f5a.jpg
"On a rocky seafloor, a translucent Pannychia moseleyi displays long, feathery appendages, blending with the surrounding sediment.",src/data/Fathomnet-by-Phylum-2/train/images/78026949-b615-4ada-9036-111b4be70b46_png.rf.0288645bfd9a10ec3f010a8099789fa8.jpg
"Coryphaenoides sp. swims above a rocky seafloor, showcasing its elongated body and pale coloration against the dark substrate.",src/data/Fathomnet-by-Phylum-2/train/images/78ab5828-326d-4d43-9ce6-a62d44a9bc98_png.rf.fd7fbefed31da46475e62a473a607496.jpg
"Coryphaenoides sp. swims above a rocky seafloor, showcasing its elongated body and pale coloration against the dark substrate.",src/data/Fathomnet-by-Phylum-2/train/images/78ab5828-326d-4d43-9ce6-a62d44a9bc98_png.rf.1c5270f205633ede77ce2c1d5afdf4ba.jpg
"Coryphaenoides sp. swims above a rocky seafloor, showcasing its elongated body and pale coloration against the dark substrate.",src/data/Fathomnet-by-Phylum-2/train/images/78ab5828-326d-4d43-9ce6-a62d44a9bc98_png.rf.67cbe43cfbbee3fbdef50937d18af84f.jpg
"Textured silt substrate supports a single Synallactes, blending with the surrounding dark rocky formations on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/78e4d715-223f-4c2a-9c04-a611b2ba970d_png.rf.0f2ec17413b972521b23f154514f511a.jpg
"Textured silt substrate supports a single Synallactes, blending with the surrounding dark rocky formations on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/78e4d715-223f-4c2a-9c04-a611b2ba970d_png.rf.e568d2d26a32eaf0c5a5604189cab0f3.jpg
"Textured silt substrate supports a single Synallactes, blending with the surrounding dark rocky formations on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/78e4d715-223f-4c2a-9c04-a611b2ba970d_png.rf.4c43b7f6e7a5dd4d8f32ddb1f7d7e8a9.jpg
"Synallactes sp. exhibits a pale body against a backdrop of dark, textured rocks and patches of silt on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/7a6b9369-1170-43e3-a263-4b459523dd9e_png.rf.333bd91ca3b78cc6c4d181ad3ca3a641.jpg
"Synallactes sp. exhibits a pale body against a backdrop of dark, textured rocks and patches of silt on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/7a6b9369-1170-43e3-a263-4b459523dd9e_png.rf.39a79f47f12c39d566509bab3beb388f.jpg
"Synallactes sp. exhibits a pale body against a backdrop of dark, textured rocks and patches of silt on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/7a6b9369-1170-43e3-a263-4b459523dd9e_png.rf.4c483c2d656ffe1157c7c64590b18c2b.jpg
"Across a soft mud seafloor, a pale Bathyraja spinosissima rests, showcasing its broad, flat body and long, slender tail.",src/data/Fathomnet-by-Phylum-2/train/images/7bea8f98-4bc0-4a97-b43e-4be5b24b306b_png.rf.d09e7c4e8d21b1698103a2871ebc8215.jpg
"Across a soft mud seafloor, a pale Bathyraja spinosissima rests, showcasing its broad, flat body and long, slender tail.",src/data/Fathomnet-by-Phylum-2/train/images/7bea8f98-4bc0-4a97-b43e-4be5b24b306b_png.rf.3ec6a00485c313193acc5531bd41a5fe.jpg
"Across a soft mud seafloor, a pale Bathyraja spinosissima rests, showcasing its broad, flat body and long, slender tail.",src/data/Fathomnet-by-Phylum-2/train/images/7bea8f98-4bc0-4a97-b43e-4be5b24b306b_png.rf.f3c4459c6f03e29468e5d6091b99cabe.jpg
"Coryphaenoides sp. glides over a rocky seafloor, displaying a slender, elongated body against the dark backdrop of silt and shadows.",src/data/Fathomnet-by-Phylum-2/train/images/7c445f62-8f62-4cf5-a519-4f3a21c40f84_png.rf.d2ec664a59aa05b312bd8776c3924947.jpg
"Coryphaenoides sp. glides over a rocky seafloor, displaying a slender, elongated body against the dark backdrop of silt and shadows.",src/data/Fathomnet-by-Phylum-2/train/images/7c445f62-8f62-4cf5-a519-4f3a21c40f84_png.rf.25baa8a682cf670a7882b31521ffa1f7.jpg
"Coryphaenoides sp. glides over a rocky seafloor, displaying a slender, elongated body against the dark backdrop of silt and shadows.",src/data/Fathomnet-by-Phylum-2/train/images/7c445f62-8f62-4cf5-a519-4f3a21c40f84_png.rf.0271a9ffd35c9e707d186a761f861d49.jpg
"Across a rocky seafloor, a slender Antimora microlepis with a silvery body and dark spots swims amidst suspended particles.",src/data/Fathomnet-by-Phylum-2/train/images/7d09d140-1be4-4f36-b7e7-e41c3e8cbb0e_png.rf.b369cc3340a261ce1843c0d698e562ee.jpg
"Across a rocky seafloor, a slender Antimora microlepis with a silvery body and dark spots swims amidst suspended particles.",src/data/Fathomnet-by-Phylum-2/train/images/7d09d140-1be4-4f36-b7e7-e41c3e8cbb0e_png.rf.64770f9992ac8a93779268d65bdd12a0.jpg
"Across a rocky seafloor, a slender Antimora microlepis with a silvery body and dark spots swims amidst suspended particles.",src/data/Fathomnet-by-Phylum-2/train/images/7d09d140-1be4-4f36-b7e7-e41c3e8cbb0e_png.rf.03f20fb5a9ef06cdb47e361ade08d2df.jpg
"Synallactes exhibit a pale coloration against a backdrop of dark, textured rock and fine silt on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/7e8d4feb-e26a-4d9c-9246-cfe369da2a74_png.rf.231a3afcd57a996e256236ecc35eff60.jpg
"Synallactes exhibit a pale coloration against a backdrop of dark, textured rock and fine silt on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/7e8d4feb-e26a-4d9c-9246-cfe369da2a74_png.rf.d816af00d965fcdee0c98fb282569b7a.jpg
"Synallactes exhibit a pale coloration against a backdrop of dark, textured rock and fine silt on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/7e8d4feb-e26a-4d9c-9246-cfe369da2a74_png.rf.1281e685c2a28561ac2607cd73ba34c2.jpg
"Textured brown Opisthoteuthis cf. californiana rests on a sandy seafloor, blending with the surrounding muted substrate.",src/data/Fathomnet-by-Phylum-2/train/images/7f7898b2-287d-4495-92fc-e5dc63b648ad_png.rf.0fbecba1d1a8b547e981ba53eee31173.jpg
"Textured brown Opisthoteuthis cf. californiana rests on a sandy seafloor, blending with the surrounding muted substrate.",src/data/Fathomnet-by-Phylum-2/train/images/7f7898b2-287d-4495-92fc-e5dc63b648ad_png.rf.2b78cedf16509b59677673bdcf8e9317.jpg
"Textured brown Opisthoteuthis cf. californiana rests on a sandy seafloor, blending with the surrounding muted substrate.",src/data/Fathomnet-by-Phylum-2/train/images/7f7898b2-287d-4495-92fc-e5dc63b648ad_png.rf.177061e29c6fcb3566d6799f7a204818.jpg
"A gray Bathyraja microtrachys rests on a sandy seafloor, surrounded by smooth rocks and soft sediment.",src/data/Fathomnet-by-Phylum-2/train/images/7fc31450-04ee-405b-b5c8-79035947f3a9_png.rf.89d3012e37c5c43f996271f9d38d3ea4.jpg
"A gray Bathyraja microtrachys rests on a sandy seafloor, surrounded by smooth rocks and soft sediment.",src/data/Fathomnet-by-Phylum-2/train/images/7fc31450-04ee-405b-b5c8-79035947f3a9_png.rf.dc62a7bbcbe80b4b4ba07c472415b002.jpg
"A gray Bathyraja microtrachys rests on a sandy seafloor, surrounded by smooth rocks and soft sediment.",src/data/Fathomnet-by-Phylum-2/train/images/7fc31450-04ee-405b-b5c8-79035947f3a9_png.rf.9f142d7493ee14e3e02ecc90d3962743.jpg
"A pale Hymenaster starfish rests on a rocky seafloor, displaying a textured surface against the dark geological backdrop.",src/data/Fathomnet-by-Phylum-2/train/images/7fc7cc4c-d9f3-42aa-b304-8ae6f96e578a_png.rf.8617de8b168324e3caf8322b184bc3ad.jpg
"A pale Hymenaster starfish rests on a rocky seafloor, displaying a textured surface against the dark geological backdrop.",src/data/Fathomnet-by-Phylum-2/train/images/7fc7cc4c-d9f3-42aa-b304-8ae6f96e578a_png.rf.f865c256bbe8a28b864449485a41632d.jpg
"A pale Hymenaster starfish rests on a rocky seafloor, displaying a textured surface against the dark geological backdrop.",src/data/Fathomnet-by-Phylum-2/train/images/7fc7cc4c-d9f3-42aa-b304-8ae6f96e578a_png.rf.3ac57ca524ff6fc60957fae215cd8941.jpg
"On a rocky substrate, multiple Zoantharia exhibit branching structures with a pale coloration, surrounded by a textured, dark green background.",src/data/Fathomnet-by-Phylum-2/train/images/81382796-651f-4bb9-84c1-8c22e50bdeed_png.rf.1518a4719475542481c85039f6e287b4.jpg
"On a rocky substrate, multiple Zoantharia exhibit branching structures with a pale coloration, surrounded by a textured, dark green background.",src/data/Fathomnet-by-Phylum-2/train/images/81382796-651f-4bb9-84c1-8c22e50bdeed_png.rf.93d23138d2072008082afdbd03fd96d8.jpg
"On a rocky substrate, multiple Zoantharia exhibit branching structures with a pale coloration, surrounded by a textured, dark green background.",src/data/Fathomnet-by-Phylum-2/train/images/81382796-651f-4bb9-84c1-8c22e50bdeed_png.rf.7abf1b208e88be3adf6dd4c7c4c4b616.jpg
"A pale Opisthoteuthis cf. californiana rests on a rocky seafloor, displaying a rounded body and prominent fins against the textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/82de0982-5578-4497-96c6-8ab097b0741b_png.rf.7cec2aae3a0368e2ba803edadcac82fe.jpg
"A pale Opisthoteuthis cf. californiana rests on a rocky seafloor, displaying a rounded body and prominent fins against the textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/82de0982-5578-4497-96c6-8ab097b0741b_png.rf.54898fcbe9bdee622890b54b875d5604.jpg
"A pale Opisthoteuthis cf. californiana rests on a rocky seafloor, displaying a rounded body and prominent fins against the textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/82de0982-5578-4497-96c6-8ab097b0741b_png.rf.c70cae58390d72b29abc345f6abf2304.jpg
"Across a rocky seafloor, a pale Bathyraja spinosissima glides near dark, textured rocks, accompanied by a Pannychia moseleyi.",src/data/Fathomnet-by-Phylum-2/train/images/831a0392-13eb-4ab5-b43a-2f4fd4d2ed50_png.rf.d8634a11f098b4e565dcac000a97fe17.jpg
"Across a rocky seafloor, a pale Bathyraja spinosissima glides near dark, textured rocks, accompanied by a Pannychia moseleyi.",src/data/Fathomnet-by-Phylum-2/train/images/831a0392-13eb-4ab5-b43a-2f4fd4d2ed50_png.rf.685e93eba5cb4a0d49da99b3ab56be93.jpg
"Across a rocky seafloor, a pale Bathyraja spinosissima glides near dark, textured rocks, accompanied by a Pannychia moseleyi.",src/data/Fathomnet-by-Phylum-2/train/images/831a0392-13eb-4ab5-b43a-2f4fd4d2ed50_png.rf.a000161b474945097af6d260c3ed934a.jpg
"Munnopsidae inhabit rocky substrates, displaying a pale coloration against the dark, textured surface of the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/83e999b6-80aa-48ce-8794-72cb7643f3c9_png.rf.88be085f50563b4f41d653e91fd3cfa9.jpg
"Munnopsidae inhabit rocky substrates, displaying a pale coloration against the dark, textured surface of the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/83e999b6-80aa-48ce-8794-72cb7643f3c9_png.rf.5dc6f29b7102830e2cb099879890f443.jpg
"Munnopsidae inhabit rocky substrates, displaying a pale coloration against the dark, textured surface of the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/83e999b6-80aa-48ce-8794-72cb7643f3c9_png.rf.c63251c8042e1b9823e73991438223a6.jpg
"Coryphaenoides acrolepis exhibits a pale coloration against a backdrop of dark, uneven rock substrate on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/85f39cfe-0173-4645-8994-e1389c54c88b_png.rf.eb616cb5926550c91ff994e67c8e4176.jpg
"Coryphaenoides acrolepis exhibits a pale coloration against a backdrop of dark, uneven rock substrate on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/85f39cfe-0173-4645-8994-e1389c54c88b_png.rf.b7df11e038d003d3ce6100eeac005518.jpg
"Coryphaenoides acrolepis exhibits a pale coloration against a backdrop of dark, uneven rock substrate on the seafloor.",src/data/Fathomnet-by-Phylum-2/train/images/85f39cfe-0173-4645-8994-e1389c54c88b_png.rf.cab12bb4d72ed22448666cc89a57af85.jpg
"On a rocky substrate, a vibrant Paragorgia arborea displays its branching structure, adorned with numerous pink polyps.",src/data/Fathomnet-by-Phylum-2/train/images/86408189-0ffa-48e9-b27a-18af0413d805_png.rf.acf85b806328d745d5725597a357a780.jpg
"On a rocky substrate, a vibrant Paragorgia arborea displays its branching structure, adorned with numerous pink polyps.",src/data/Fathomnet-by-Phylum-2/train/images/86408189-0ffa-48e9-b27a-18af0413d805_png.rf.a47a76b048b439031f91991a8902dee4.jpg
"On a rocky substrate, a vibrant Paragorgia arborea displays its branching structure, adorned with numerous pink polyps.",src/data/Fathomnet-by-Phylum-2/train/images/86408189-0ffa-48e9-b27a-18af0413d805_png.rf.b703f0c26b9b6a31ac173ef54fd13c9c.jpg
"Opisthoteuthis cf. californiana exhibits a reddish-brown hue, resting on a rocky substrate in a dimly lit underwater environment.",src/data/Fathomnet-by-Phylum-2/train/images/865a6253-8bea-4c72-8795-c3e55c85842b_png.rf.9b3633f6be302751f2e33a819df38865.jpg
"Opisthoteuthis cf. californiana exhibits a reddish-brown hue, resting on a rocky substrate in a dimly lit underwater environment.",src/data/Fathomnet-by-Phylum-2/train/images/865a6253-8bea-4c72-8795-c3e55c85842b_png.rf.50557944ddc7d8ea133101df2e3c4bec.jpg
"Opisthoteuthis cf. californiana exhibits a reddish-brown hue, resting on a rocky substrate in a dimly lit underwater environment.",src/data/Fathomnet-by-Phylum-2/train/images/865a6253-8bea-4c72-8795-c3e55c85842b_png.rf.239ee696f0b055e193f53036b9f4f3e2.jpg
"Translucent Peniagone rests on a soft silt substrate, showcasing its elongated body and delicate appendages against the muted ocean floor.",src/data/Fathomnet-by-Phylum-2/train/images/888f0153-ff83-46ba-9ddf-2fc3f41c7630_png.rf.ace793672df81e008efcce66cae3c21d.jpg
"Translucent Peniagone rests on a soft silt substrate, showcasing its elongated body and delicate appendages against the muted ocean floor.",src/data/Fathomnet-by-Phylum-2/train/images/888f0153-ff83-46ba-9ddf-2fc3f41c7630_png.rf.f2467e4d098ca11cc8c94e9b095e2ac8.jpg
"Translucent Peniagone rests on a soft silt substrate, showcasing its elongated body and delicate appendages against the muted ocean floor.",src/data/Fathomnet-by-Phylum-2/train/images/888f0153-ff83-46ba-9ddf-2fc3f41c7630_png.rf.68ad784afecc691d9feb2ea84ece7d90.jpg
"Textured, sandy substrate hosts a yellow Hippasteria starfish amidst clusters of Cladorhizidae, creating a diverse seafloor habitat.",src/data/Fathomnet-by-Phylum-2/train/images/89f52ffb-4ff2-460d-9534-64df47fdfc65_png.rf.ac1225e86f816a8efe4d80b69ce488d6.jpg
"Textured, sandy substrate hosts a yellow Hippasteria starfish amidst clusters of Cladorhizidae, creating a diverse seafloor habitat.",src/data/Fathomnet-by-Phylum-2/train/images/89f52ffb-4ff2-460d-9534-64df47fdfc65_png.rf.a2f0b9bdc49d3fa0d1024c095177a947.jpg
"Textured, sandy substrate hosts a yellow Hippasteria starfish amidst clusters of Cladorhizidae, creating a diverse seafloor habitat.",src/data/Fathomnet-by-Phylum-2/train/images/89f52ffb-4ff2-460d-9534-64df47fdfc65_png.rf.e7179ac5b473250a46319c08b72939cb.jpg
"Across a muddy seafloor, a slender Coryphaenoides glides near rugged basalt formations, showcasing its elongated body and pale coloration.",src/data/Fathomnet-by-Phylum-2/train/images/8a5a33af-5ce4-4749-99b5-be9b3a4a8320_png.rf.d247c69d0e71379186a811dbc40e416b.jpg
"Across a muddy seafloor, a slender Coryphaenoides glides near rugged basalt formations, showcasing its elongated body and pale coloration.",src/data/Fathomnet-by-Phylum-2/train/images/8a5a33af-5ce4-4749-99b5-be9b3a4a8320_png.rf.7190aa649cbeb37611e23f7cb433f42e.jpg
"Across a muddy seafloor, a slender Coryphaenoides glides near rugged basalt formations, showcasing its elongated body and pale coloration.",src/data/Fathomnet-by-Phylum-2/train/images/8a5a33af-5ce4-4749-99b5-be9b3a4a8320_png.rf.ebfb7e62be993ea9ee506536f6fc2b34.jpg
"A pale Opisthoteuthis cf. californiana rests on a sandy substrate, surrounded by dark, textured rocks.",src/data/Fathomnet-by-Phylum-2/train/images/8b50bce3-04d2-492f-b48c-8fc21997c26e_png.rf.ce8ddb3ab2ee6b47f3317dafa5c28174.jpg
"A pale Opisthoteuthis cf. californiana rests on a sandy substrate, surrounded by dark, textured rocks.",src/data/Fathomnet-by-Phylum-2/train/images/8b50bce3-04d2-492f-b48c-8fc21997c26e_png.rf.69ddc89ce80ce7a0c7b2e0a98b1ea50c.jpg
"A pale Opisthoteuthis cf. californiana rests on a sandy substrate, surrounded by dark, textured rocks.",src/data/Fathomnet-by-Phylum-2/train/images/8b50bce3-04d2-492f-b48c-8fc21997c26e_png.rf.eb88aba930c37241358c91ecba6cc515.jpg
"Textured, pink Pteraster rests on a rugged, rocky seafloor, surrounded by dark, irregular stones and patches of silt.",src/data/Fathomnet-by-Phylum-2/train/images/8b51f908-5f26-4982-8a14-d0c329233b8d_png.rf.6d2e5868365f4ac5516c0adb2b845358.jpg
"Textured, pink Pteraster rests on a rugged, rocky seafloor, surrounded by dark, irregular stones and patches of silt.",src/data/Fathomnet-by-Phylum-2/train/images/8b51f908-5f26-4982-8a14-d0c329233b8d_png.rf.05668742db618f3097581d268a18badf.jpg
"Textured, pink Pteraster rests on a rugged, rocky seafloor, surrounded by dark, irregular stones and patches of silt.",src/data/Fathomnet-by-Phylum-2/train/images/8b51f908-5f26-4982-8a14-d0c329233b8d_png.rf.047ab70390915d0f985da90111338571.jpg
"Textured, dark rocks cover the seafloor, interspersed with patches of silt, providing a habitat for the Synallactes.",src/data/Fathomnet-by-Phylum-2/train/images/8c1d1d34-859b-4b8d-a69d-28cbbe621c92_png.rf.7a0a45641f8e38525b0a0e8d0236a96a.jpg
"Textured, dark rocks cover the seafloor, interspersed with patches of silt, providing a habitat for the Synallactes.",src/data/Fathomnet-by-Phylum-2/train/images/8c1d1d34-859b-4b8d-a69d-28cbbe621c92_png.rf.343da7cbc1955f530de176d496eb1c34.jpg
"Textured, dark rocks cover the seafloor, interspersed with patches of silt, providing a habitat for the Synallactes.",src/data/Fathomnet-by-Phylum-2/train/images/8c1d1d34-859b-4b8d-a69d-28cbbe621c92_png.rf.a488ae96b52e51334204dae763fcde1a.jpg
"Bathyraja spinosissima, with a pale underside and elongated tail, rests on a rocky seafloor amidst dark, textured substrates.",src/data/Fathomnet-by-Phylum-2/train/images/8d63cda5-c646-4720-b6b0-9dbd98931686_png.rf.48eb236c7218bf6817522fdfd8d80610.jpg
"Bathyraja spinosissima, with a pale underside and elongated tail, rests on a rocky seafloor amidst dark, textured substrates.",src/data/Fathomnet-by-Phylum-2/train/images/8d63cda5-c646-4720-b6b0-9dbd98931686_png.rf.be4446bdfd7f4ed498ed0769277cb692.jpg
"Bathyraja spinosissima, with a pale underside and elongated tail, rests on a rocky seafloor amidst dark, textured substrates.",src/data/Fathomnet-by-Phylum-2/train/images/8d63cda5-c646-4720-b6b0-9dbd98931686_png.rf.b8a6469499c2ecb400853708de12f71b.jpg
"Dark, elongated Coryphaenoides acrolepis glides over a rocky seafloor, surrounded by textured silt and scattered stones.",src/data/Fathomnet-by-Phylum-2/train/images/8d66b4b0-3a2b-4fd0-ba78-49e2acae2641_png.rf.907b61eb7ab2dbc102146957ee25921b.jpg
"Dark, elongated Coryphaenoides acrolepis glides over a rocky seafloor, surrounded by textured silt and scattered stones.",src/data/Fathomnet-by-Phylum-2/train/images/8d66b4b0-3a2b-4fd0-ba78-49e2acae2641_png.rf.ed6c6eb0cbfa884f48aefd1acc2e1413.jpg
"Dark, elongated Coryphaenoides acrolepis glides over a rocky seafloor, surrounded by textured silt and scattered stones.",src/data/Fathomnet-by-Phylum-2/train/images/8d66b4b0-3a2b-4fd0-ba78-49e2acae2641_png.rf.70a3a125e807670aecaecee014f7eb1e.jpg
"On a rocky seafloor, three Ceriantharia exhibit long, slender tentacles with a reddish hue, surrounded by dark, textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/8e7f5a54-bbcc-4d26-8c30-e000df68f955_png.rf.6c68fb6003d63e54233f70254ad90704.jpg
"On a rocky seafloor, three Ceriantharia exhibit long, slender tentacles with a reddish hue, surrounded by dark, textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/8e7f5a54-bbcc-4d26-8c30-e000df68f955_png.rf.2228353261351deb189182ca13861864.jpg
"On a rocky seafloor, three Ceriantharia exhibit long, slender tentacles with a reddish hue, surrounded by dark, textured substrate.",src/data/Fathomnet-by-Phylum-2/train/images/8e7f5a54-bbcc-4d26-8c30-e000df68f955_png.rf.7342b3131182f1a611abe7d5d751c9ad.jpg
"A pale Psychrolutes phrictus rests on a rocky seafloor, surrounded by silt and sparse vegetation.",src/data/Fathomnet-by-Phylum-2/train/images/8f39e373-a9c2-4976-a68e-ae72405befef_png.rf.943c29aeb0305ee155bf1d9358d06ee4.jpg
"A pale Psychrolutes phrictus rests on a rocky seafloor, surrounded by silt and sparse vegetation.",src/data/Fathomnet-by-Phylum-2/train/images/8f39e373-a9c2-4976-a68e-ae72405befef_png.rf.883d6e35d2efb8fd3b035aedfbb37fc3.jpg
"A pale Psychrolutes phrictus rests on a rocky seafloor, surrounded by silt and sparse vegetation.",src/data/Fathomnet-by-Phylum-2/train/images/8f39e373-a9c2-4976-a68e-ae72405befef_png.rf.e563f95c9b5dac5be4d9b8df303c51f4.jpg
"Textured, pale starfish with elongated arms rests on a rocky seafloor, surrounded by fine silt and sediment.",src/data/Fathomnet-by-Phylum-2/train/images/8f783faa-2772-406f-a8f3-806bba9ca2ab_png.rf.90b9e79847c3237fb3c1feff42729f12.jpg
"Textured, pale starfish with elongated arms rests on a rocky seafloor, surrounded by fine silt and sediment.",src/data/Fathomnet-by-Phylum-2/train/images/8f783faa-2772-406f-a8f3-806bba9ca2ab_png.rf.1d0750e8793c35629438189b9abd34b2.jpg
"Textured, pale starfish with elongated arms rests on a rocky seafloor, surrounded by fine silt and sediment.",src/data/Fathomnet-by-Phylum-2/train/images/8f783faa-2772-406f-a8f3-806bba9ca2ab_png.rf.6292fe6182db9010c66b6963912016f4.jpg
"Textured, dark rocks cover the seafloor, with faint hints of sediment in the surrounding deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/92b34183-4599-4dc5-9b8c-9afee015b67e_png.rf.ff1c0898c236ed63ca48b759cde7cf55.jpg
"Textured, dark rocks cover the seafloor, with faint hints of sediment in the surrounding deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/92b34183-4599-4dc5-9b8c-9afee015b67e_png.rf.8d9c9d1f5f6f5fe9bfe696a891678241.jpg
"Textured, dark rocks cover the seafloor, with faint hints of sediment in the surrounding deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/92b34183-4599-4dc5-9b8c-9afee015b67e_png.rf.75dbc0abb9959fd61c064b0ba5777132.jpg
"Textured, pink Paragorgia arborea corals rise from a dark, rocky seafloor, showcasing intricate branching structures against the deep blue backdrop.",src/data/Fathomnet-by-Phylum-2/train/images/953991c0-70f4-4822-a7b6-51f2a8a60db5_png.rf.5decda819c7f9c604fbc3eff42926542.jpg
"Textured, pink Paragorgia arborea corals rise from a dark, rocky seafloor, showcasing intricate branching structures against the deep blue backdrop.",src/data/Fathomnet-by-Phylum-2/train/images/953991c0-70f4-4822-a7b6-51f2a8a60db5_png.rf.15a15f25b98c35eb34e2c3eb3284c6ab.jpg
"Textured, pink Paragorgia arborea corals rise from a dark, rocky seafloor, showcasing intricate branching structures against the deep blue backdrop.",src/data/Fathomnet-by-Phylum-2/train/images/953991c0-70f4-4822-a7b6-51f2a8a60db5_png.rf.a84f649c61e3c5b29f055c9ded163fd5.jpg
"Caulophacus sp. exhibits a translucent body against a backdrop of dark, textured rocks, while Munidopsis sp. is partially obscured by sediment.",src/data/Fathomnet-by-Phylum-2/train/images/974e8451-dcc3-4892-befd-e8b1d8bfd8fe_png.rf.bb8990934562a571e0df6a3e110cfb5f.jpg
"Caulophacus sp. exhibits a translucent body against a backdrop of dark, textured rocks, while Munidopsis sp. is partially obscured by sediment.",src/data/Fathomnet-by-Phylum-2/train/images/974e8451-dcc3-4892-befd-e8b1d8bfd8fe_png.rf.25d6cd288871d03771fa7d979e6e80d4.jpg
"Caulophacus sp. exhibits a translucent body against a backdrop of dark, textured rocks, while Munidopsis sp. is partially obscured by sediment.",src/data/Fathomnet-by-Phylum-2/train/images/974e8451-dcc3-4892-befd-e8b1d8bfd8fe_png.rf.a8942ba7b38fd23de7ea7cd1bd241f87.jpg
"On a rugged basalt rock, a Pannychia moseleyi displays its elongated, segmented body with a pale coloration against the dark substrate.",src/data/Fathomnet-by-Phylum-2/train/images/987cbdba-d97e-4a7c-91bf-637ad5b5af80_png.rf.f3911f74ad2148d2eea842c589a95724.jpg
"On a rugged basalt rock, a Pannychia moseleyi displays its elongated, segmented body with a pale coloration against the dark substrate.",src/data/Fathomnet-by-Phylum-2/train/images/987cbdba-d97e-4a7c-91bf-637ad5b5af80_png.rf.fea604afe5d58f9644144f09cf6f353e.jpg
